id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10058631W,"[\"OL4041547A\"]","[\"C Montecucco\"]",,"Clostridial Neurotoxins","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10058642W,"[\"OL4041563A\"]","[]",,"Printmaking today","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10058810W,"[\"OL3193182A\"]","[\"P. Christen\"]",,"Ejb Reviews 1996","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL100594W,"[\"OL32293A\"]","[\"Voltaire\"]",,"Le temple du goût","[]",2009-10-17
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1006116W,"[\"OL93690A\"]","[]",,"Cincerros de sol","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1006514W,"[\"OL93711A\"]","[]",,"Família composta","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1006559W,"[\"OL93719A\"]","[]",,"Mercado de capitais e desenvolvimento","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1006647W,"[\"OL93756A\"]","[]",,"Dermatoses ocupacionais","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1007013W,"[\"OL93855A\"]","[\"Oscar Niemeyer\"]",,"Niemeyer","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10070409W,"[\"OL4054844A\"]","[]",,"Tto hana ui sinhwa (Pingbyok)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10070445W,"[\"OL4054857A\"]","[]",,"Myongdang kwa pungsu","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10070602W,"[\"OL4054933A\"]","[]",,"Sachal changsik, ku pinnanun sangjing ui segye","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10071202W,"[\"OL4055156A\"]","[]",,"Angma ui hungjong: Mosukuba-Pyongyang","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10071436W,"[\"OL4055270A\"]","[]",,"Yun Hung-gil ui Chonju iyagi","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10071779W,"[\"OL4055396A\"]","[]",,"Kkum ŭl pinŭn maŭm","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10071788W,"[\"OL4055396A\"]","[]",,"Tu hanŭl han hanŭl","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10071799W,"[\"OL4055403A\"]","[]",,"Choson sidae yugyo munhwa (Hanguk munhwa chongso)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1007242W,"[\"OL93900A\"]","[]",,"O mandacaru e a flor","[\"3715498\"]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10072569W,"[\"OL4055810A\"]","[]",,"Kundaesong ui yuryongdul","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10072745W,"[\"OL4055868A\"]","[]",,"Sahoe kujo wa pomjoe","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10072892W,"[\"OL4055943A\"]","[]",,"Pyonji","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10072893W,"[\"OL4055944A\"]","[]",,"Ku aein","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10073152W,"[\"OL4056093A\"]","[]",,"Kwanchʻon supʻil","[\"5525356\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10073408W,"[\"OL4056210A\"]","[]",,"Kang Man-gil Sonsaeng kwa hamkke saenggak hanun tongil","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10073649W,"[\"OL4056343A\"]","[]",,"Ku Hanmal kŭndae kyoyuk chʻeje wa hangnyŏkchuŭi yŏnʾgu","[\"5532564\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10074148W,"[\"OL4056599A\"]","[]",,"Yuhak kangui","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL100742W,"[\"OL6829583A\"]","[\"Pamela Hill\"]",,"The Green Salamander","[\"9714205\"]",2009-10-17
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10074403W,"[\"OL4056748A\"]","[]",,"Yok un kwahak ida","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10074908W,"[\"OL4057033A\"]","[]",,"Sangsangnyok ui mohom","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1007515W,"[\"OL93966A\"]","[]",,"Ac ercamiento a Carlos Sabat Ercasty","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10075248W,"[\"OL4057234A\"]","[]",,"Chamuro sojung hagie ... chogumssik noa chugi","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1007531W,"[\"OL93966A\"]","[]",,"Vela de armas","[]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10075535W,"[\"OL4057369A\"]","[]",,"Na nun odum ui ttal ida","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10075578W,"[\"OL4057397A\"]","[]",,"Hanguk minjok munhwa wa uisik","[\"5210051\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10075905W,"[\"OL4057608A\"]","[]",,"Na, kudul kwa hamkke issonne","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076311W,"[\"OL4057891A\"]","[]",,"Kil eso ssun kurim ilgi","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076341W,"[\"OL4057909A\"]","[]",,"Haengjong chongbo chegyeron","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076376W,"[\"OL4057925A\"]","[]",,"Sin chayujuuijok 'pangyok' ha eso haek kajok kwa 'kajok ui wigi'","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076515W,"[\"OL4058019A\"]","[]",,"5-paengnyŏn Koryŏsa","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076705W,"[\"OL4058151A\"]","[]",,"English - Korean Dictionary of Social Studies for Studying Abroad","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076793W,"[\"OL4058216A\", \"OL6781836A\"]","[]",,"Chaemi innun chukku iyagi","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10076816W,"[\"OL4058239A\"]","[]",,"Chongbo yulli kyoyungnon","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL1007710W,"[\"OL93996A\"]","[]",,"Los Fuegos del Sacramento","[\"2269538\"]",2009-12-09
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10077510W,"[\"OL4058892A\"]","[]",,"The Greater Middle East in Global Politics (International Studies in Sociology and Social Anthropology)","[\"3338248\"]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10077743W,"[\"OL4059119A\"]","[]",,"Eet Je Fit","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL10077987W,"[\"OL4059416A\"]","[]",,"Psychiatrie (In goede handen)","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
