id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL12550797W,"[\"OL5571336A\"]","[]",,"Pastoral address for the Lent of 1851","[]",2009-12-11
id,author_id,author_names,book_description,book_name,cover_ids,published_date
OL12550833W,"[\"OL1248400A\"]","[\"Antonio de Andrade\"]",,"Relatione del nouo scoprimento del Gran Cataio overo regno di Tibet","[]",2009-12-11
